,Role,Season,Class,Region
29295,dps,SL Season 3,Monk,EU
29296,dps,SL Season 3,Rogue,KR
29297,dps,SL Season 3,Monk,US
29298,dps,SL Season 3,Warlock,US
29299,dps,SL Season 3,Warlock,KR
29300,dps,SL Season 3,Warlock,EU
29301,dps,SL Season 3,Hunter,EU
29302,dps,SL Season 3,Warlock,EU
29303,dps,SL Season 3,Mage,EU
29304,dps,SL Season 3,Warlock,EU
29305,dps,SL Season 3,Warlock,EU
29306,dps,SL Season 3,Mage,KR
29307,dps,SL Season 3,Mage,US
29308,dps,SL Season 3,Hunter,EU
29309,dps,SL Season 3,Warlock,EU
29310,dps,SL Season 3,Warlock,EU
29311,dps,SL Season 3,Hunter,KR
29312,dps,SL Season 3,Rogue,EU
29313,dps,SL Season 3,Hunter,EU
29314,dps,SL Season 3,Monk,US
29315,dps,SL Season 3,Monk,EU
29316,dps,SL Season 3,Monk,EU
29317,dps,SL Season 3,Hunter,US
29318,dps,SL Season 3,Hunter,EU
29319,dps,SL Season 3,Hunter,EU
29320,dps,SL Season 3,Hunter,EU
29321,dps,SL Season 3,Hunter,TW
29322,dps,SL Season 3,Warlock,EU
29323,dps,SL Season 3,Mage,EU
29324,dps,SL Season 3,Monk,EU
29325,dps,SL Season 3,Monk,EU
29326,dps,SL Season 3,Monk,KR
29327,dps,SL Season 3,Warlock,EU
29328,dps,SL Season 3,Rogue,EU
29329,dps,SL Season 3,Monk,US
29330,dps,SL Season 3,Warlock,EU
29331,dps,SL Season 3,Warlock,KR
29332,dps,SL Season 3,Monk,EU
29333,dps,SL Season 3,Mage,US
29334,dps,SL Season 3,Warlock,CN
29335,dps,SL Season 3,Hunter,EU
29336,dps,SL Season 3,Hunter,EU
29337,dps,SL Season 3,Paladin,CN
29338,dps,SL Season 3,Hunter,EU
29339,dps,SL Season 3,Monk,EU
29340,dps,SL Season 3,Warlock,EU
29341,dps,SL Season 3,Mage,KR
29342,dps,SL Season 3,Warlock,EU
29343,dps,SL Season 3,Monk,EU
29344,dps,SL Season 3,Monk,EU
29345,dps,SL Season 3,Warlock,US
29346,dps,SL Season 3,Hunter,EU
29347,dps,SL Season 3,Warlock,EU
29348,dps,SL Season 3,Warlock,KR
29349,dps,SL Season 3,Hunter,EU
29350,dps,SL Season 3,Hunter,US
29351,dps,SL Season 3,Mage,US
29352,dps,SL Season 3,Warlock,KR
29353,dps,SL Season 3,Warlock,KR
29354,dps,SL Season 3,Mage,KR
29355,dps,SL Season 3,Warrior,US
29356,dps,SL Season 3,Hunter,EU
29357,dps,SL Season 3,Warlock,TW
29358,dps,SL Season 3,Monk,KR
29359,dps,SL Season 3,Warlock,KR
29360,dps,SL Season 3,Hunter,EU
29361,dps,SL Season 3,Hunter,EU
29362,dps,SL Season 3,Hunter,EU
29363,dps,SL Season 3,Warlock,EU
29364,dps,SL Season 3,Warlock,EU
29365,dps,SL Season 3,Mage,EU
29366,dps,SL Season 3,Monk,TW
29367,dps,SL Season 3,Warlock,EU
29368,dps,SL Season 3,Rogue,US
29369,dps,SL Season 3,Warlock,EU
29370,dps,SL Season 3,Warlock,EU
29371,dps,SL Season 3,Warlock,EU
29372,dps,SL Season 3,Hunter,EU
29373,dps,SL Season 3,Warlock,EU
29374,dps,SL Season 3,Warrior,EU
29375,dps,SL Season 3,Hunter,EU
29376,dps,SL Season 3,Warlock,KR
29377,dps,SL Season 3,Warlock,EU
29378,dps,SL Season 3,Hunter,US
29379,dps,SL Season 3,Warlock,EU
29380,dps,SL Season 3,Mage,US
29381,dps,SL Season 3,Monk,EU
29382,dps,SL Season 3,Warlock,US
29383,dps,SL Season 3,Hunter,EU
29384,dps,SL Season 3,Warlock,EU
29385,dps,SL Season 3,Warlock,KR
29386,dps,SL Season 3,Hunter,EU
29387,dps,SL Season 3,Warlock,US
29388,dps,SL Season 3,Hunter,US
29389,dps,SL Season 3,Rogue,KR
29390,dps,SL Season 3,Hunter,CN
29391,dps,SL Season 3,Monk,KR
29392,dps,SL Season 3,Hunter,EU
29393,dps,SL Season 3,Hunter,US
29394,dps,SL Season 3,Hunter,KR
29395,dps,SL Season 3,Warlock,EU
29396,dps,SL Season 3,Rogue,KR
29397,dps,SL Season 3,Warlock,EU
29398,dps,SL Season 3,Hunter,EU
29399,dps,SL Season 3,Warlock,EU
29400,dps,SL Season 3,Warlock,EU
29401,dps,SL Season 3,Hunter,EU
29402,dps,SL Season 3,Mage,KR
29403,dps,SL Season 3,Monk,KR
29404,dps,SL Season 3,Warlock,EU
29405,dps,SL Season 3,Warlock,EU
29406,dps,SL Season 3,Hunter,KR
29407,dps,SL Season 3,Monk,KR
29408,dps,SL Season 3,Monk,EU
29409,dps,SL Season 3,Hunter,US
29410,dps,SL Season 3,Warlock,US
29411,dps,SL Season 3,Monk,EU
29412,dps,SL Season 3,Monk,KR
29413,dps,SL Season 3,Mage,EU
29414,dps,SL Season 3,Warlock,US
29415,dps,SL Season 3,Mage,EU
29416,dps,SL Season 3,Warlock,US
29417,dps,SL Season 3,Monk,EU
29418,dps,SL Season 3,Warlock,KR
29419,dps,SL Season 3,Mage,US
29420,dps,SL Season 3,Hunter,KR
29421,dps,SL Season 3,Hunter,EU
29422,dps,SL Season 3,Demon Hunter,EU
29423,dps,SL Season 3,Hunter,EU
29424,dps,SL Season 3,Hunter,EU
29425,dps,SL Season 3,Warlock,US
29426,dps,SL Season 3,Hunter,US
29427,dps,SL Season 3,Monk,US
29428,dps,SL Season 3,Hunter,KR
29429,dps,SL Season 3,Warlock,EU
29430,dps,SL Season 3,Rogue,EU
29431,dps,SL Season 3,Rogue,EU
29432,dps,SL Season 3,Warlock,KR
29433,dps,SL Season 3,Hunter,KR
29434,dps,SL Season 3,Hunter,EU
29435,dps,SL Season 3,Warlock,KR
29436,dps,SL Season 3,Warlock,KR
29437,dps,SL Season 3,Hunter,US
29438,dps,SL Season 3,Monk,EU
29439,dps,SL Season 3,Monk,TW
29440,dps,SL Season 3,Hunter,KR
29441,dps,SL Season 3,Warlock,EU
29442,dps,SL Season 3,Monk,EU
29443,dps,SL Season 3,Warlock,EU
29444,dps,SL Season 3,Hunter,EU
29445,dps,SL Season 3,Hunter,EU
29446,dps,SL Season 3,Warlock,US
29447,dps,SL Season 3,Monk,EU
29448,dps,SL Season 3,Warlock,EU
29449,dps,SL Season 3,Shaman,EU
29450,dps,SL Season 3,Warlock,KR
29451,dps,SL Season 3,Rogue,EU
29452,dps,SL Season 3,Rogue,US
29453,dps,SL Season 3,Warlock,KR
29454,dps,SL Season 3,Warlock,EU
29455,dps,SL Season 3,Rogue,KR
29456,dps,SL Season 3,Warlock,KR
29457,dps,SL Season 3,Hunter,US
29458,dps,SL Season 3,Warlock,US
29459,dps,SL Season 3,Hunter,EU
29460,dps,SL Season 3,Hunter,EU
29461,dps,SL Season 3,Mage,TW
29462,dps,SL Season 3,Warlock,EU
29463,dps,SL Season 3,Hunter,EU
29464,dps,SL Season 3,Hunter,EU
29465,dps,SL Season 3,Warlock,EU
29466,dps,SL Season 3,Warlock,EU
29467,dps,SL Season 3,Rogue,EU
29468,dps,SL Season 3,Rogue,KR
29469,dps,SL Season 3,Warlock,US
29470,dps,SL Season 3,Monk,EU
29471,dps,SL Season 3,Hunter,KR
29472,dps,SL Season 3,Hunter,KR
29473,dps,SL Season 3,Hunter,EU
29474,dps,SL Season 3,Hunter,EU
29475,dps,SL Season 3,Monk,US
29476,dps,SL Season 3,Monk,EU
29477,dps,SL Season 3,Hunter,EU
29478,dps,SL Season 3,Warlock,EU
29479,dps,SL Season 3,Warlock,EU
29480,dps,SL Season 3,Rogue,EU
29481,dps,SL Season 3,Warlock,US
29482,dps,SL Season 3,Mage,CN
29483,dps,SL Season 3,Hunter,EU
29484,dps,SL Season 3,Rogue,EU
29485,dps,SL Season 3,Warlock,EU
29486,dps,SL Season 3,Shaman,EU
29487,dps,SL Season 3,Warlock,EU
29488,dps,SL Season 3,Warlock,EU
29489,dps,SL Season 3,Hunter,EU
29490,dps,SL Season 3,Warlock,EU
29491,dps,SL Season 3,Warlock,EU
29492,dps,SL Season 3,Hunter,EU
29493,dps,SL Season 3,Monk,EU
29494,dps,SL Season 3,Warlock,EU
29495,dps,SL Season 3,Warlock,US
29496,dps,SL Season 3,Mage,US
29497,dps,SL Season 3,Hunter,EU
29498,dps,SL Season 3,Warlock,EU
29499,dps,SL Season 3,Hunter,US
29500,dps,SL Season 3,Warlock,EU
29501,dps,SL Season 3,Warlock,EU
29502,dps,SL Season 3,Hunter,EU
29503,dps,SL Season 3,Monk,EU
29504,dps,SL Season 3,Warlock,US
29505,dps,SL Season 3,Warlock,US
29506,dps,SL Season 3,Hunter,KR
29507,dps,SL Season 3,Warlock,EU
29508,dps,SL Season 3,Hunter,EU
29509,dps,SL Season 3,Warlock,CN
29510,dps,SL Season 3,Monk,EU
29511,dps,SL Season 3,Rogue,US
29512,dps,SL Season 3,Hunter,EU
29513,dps,SL Season 3,Warlock,EU
29514,dps,SL Season 3,Hunter,EU
29515,dps,SL Season 3,Hunter,US
29516,dps,SL Season 3,Hunter,EU
29517,dps,SL Season 3,Hunter,US
29518,dps,SL Season 3,Hunter,EU
29519,dps,SL Season 3,Hunter,EU
29520,dps,SL Season 3,Warlock,EU
29521,dps,SL Season 3,Hunter,EU
29522,dps,SL Season 3,Mage,EU
29523,dps,SL Season 3,Warlock,US
29524,dps,SL Season 3,Hunter,US
29525,dps,SL Season 3,Warlock,EU
29526,dps,SL Season 3,Monk,US
29527,dps,SL Season 3,Mage,EU
29528,dps,SL Season 3,Warlock,EU
29529,dps,SL Season 3,Mage,KR
29530,dps,SL Season 3,Mage,US
29531,dps,SL Season 3,Warlock,KR
29532,dps,SL Season 3,Warlock,US
29533,dps,SL Season 3,Warlock,EU
29534,dps,SL Season 3,Hunter,KR
29535,dps,SL Season 3,Hunter,EU
29536,dps,SL Season 3,Monk,KR
29537,dps,SL Season 3,Hunter,EU
29538,dps,SL Season 3,Warlock,TW
29539,dps,SL Season 3,Mage,EU
29540,dps,SL Season 3,Rogue,EU
29541,dps,SL Season 3,Hunter,EU
29542,dps,SL Season 3,Hunter,EU
29543,dps,SL Season 3,Warlock,KR
29544,dps,SL Season 3,Warrior,EU
29545,dps,SL Season 3,Mage,EU
29546,dps,SL Season 3,Rogue,EU
29547,dps,SL Season 3,Rogue,EU
29548,dps,SL Season 3,Shaman,US
29549,dps,SL Season 3,Mage,US
29550,dps,SL Season 3,Rogue,EU
29551,dps,SL Season 3,Hunter,US
29552,dps,SL Season 3,Warlock,EU
29553,dps,SL Season 3,Monk,EU
29554,dps,SL Season 3,Warlock,EU
29555,dps,SL Season 3,Rogue,EU
29556,dps,SL Season 3,Hunter,EU
29557,dps,SL Season 3,Warlock,EU
29558,dps,SL Season 3,Warlock,EU
29559,dps,SL Season 3,Demon Hunter,US
29560,dps,SL Season 3,Monk,EU
29561,dps,SL Season 3,Monk,EU
29562,dps,SL Season 3,Hunter,US
29563,dps,SL Season 3,Hunter,EU
29564,dps,SL Season 3,Warlock,EU
29565,dps,SL Season 3,Monk,US
29566,dps,SL Season 3,Warlock,EU
29567,dps,SL Season 3,Monk,EU
29568,dps,SL Season 3,Warlock,EU
29569,dps,SL Season 3,Warlock,EU
29570,dps,SL Season 3,Warlock,EU
29571,dps,SL Season 3,Druid,US
29572,dps,SL Season 3,Warlock,US
29573,dps,SL Season 3,Hunter,EU
29574,dps,SL Season 3,Hunter,EU
29575,dps,SL Season 3,Warlock,US
29576,dps,SL Season 3,Hunter,US
29577,dps,SL Season 3,Hunter,US
29578,dps,SL Season 3,Warlock,EU
29579,dps,SL Season 3,Hunter,US
29580,dps,SL Season 3,Warlock,US
29581,dps,SL Season 3,Hunter,US
29582,dps,SL Season 3,Monk,US
29583,dps,SL Season 3,Hunter,EU
29584,dps,SL Season 3,Rogue,EU
29585,dps,SL Season 3,Warlock,EU
29586,dps,SL Season 3,Warlock,TW
29587,dps,SL Season 3,Warlock,EU
29588,dps,SL Season 3,Monk,EU
29589,dps,SL Season 3,Hunter,EU
29590,dps,SL Season 3,Hunter,EU
29591,dps,SL Season 3,Monk,EU
29592,dps,SL Season 3,Monk,EU
29593,dps,SL Season 3,Hunter,US
29594,dps,SL Season 3,Warlock,EU
29595,dps,SL Season 3,Monk,EU
29596,dps,SL Season 3,Hunter,KR
29597,dps,SL Season 3,Monk,EU
29598,dps,SL Season 3,Mage,EU
29599,dps,SL Season 3,Warrior,EU
29600,dps,SL Season 3,Warrior,EU
29601,dps,SL Season 3,Hunter,US
29602,dps,SL Season 3,Monk,EU
29603,dps,SL Season 3,Rogue,EU
29604,dps,SL Season 3,Monk,KR
29605,dps,SL Season 3,Rogue,EU
29606,dps,SL Season 3,Monk,EU
29607,dps,SL Season 3,Warlock,EU
29608,dps,SL Season 3,Warlock,EU
29609,dps,SL Season 3,Hunter,EU
29610,dps,SL Season 3,Shaman,EU
29611,dps,SL Season 3,Mage,EU
29612,dps,SL Season 3,Hunter,EU
29613,dps,SL Season 3,Warlock,EU
29614,dps,SL Season 3,Warlock,EU
29615,dps,SL Season 3,Hunter,EU
29616,dps,SL Season 3,Warlock,US
29617,dps,SL Season 3,Hunter,EU
29618,dps,SL Season 3,Monk,EU
29619,dps,SL Season 3,Warlock,EU
29620,dps,SL Season 3,Warlock,EU
29621,dps,SL Season 3,Hunter,EU
29622,dps,SL Season 3,Hunter,US
29623,dps,SL Season 3,Paladin,EU
29624,dps,SL Season 3,Monk,EU
29625,dps,SL Season 3,Warlock,EU
29626,dps,SL Season 3,Mage,US
29627,dps,SL Season 3,Warrior,EU
29628,dps,SL Season 3,Warlock,US
29629,dps,SL Season 3,Mage,US
29630,dps,SL Season 3,Warlock,US
29631,dps,SL Season 3,Rogue,KR
29632,dps,SL Season 3,Hunter,EU
29633,dps,SL Season 3,Monk,EU
29634,dps,SL Season 3,Warlock,EU
29635,dps,SL Season 3,Mage,EU
29636,dps,SL Season 3,Warlock,EU
29637,dps,SL Season 3,Mage,US
29638,dps,SL Season 3,Hunter,US
29639,dps,SL Season 3,Warlock,EU
29640,dps,SL Season 3,Hunter,EU
29641,dps,SL Season 3,Hunter,EU
29642,dps,SL Season 3,Hunter,EU
29643,dps,SL Season 3,Hunter,EU
29644,dps,SL Season 3,Hunter,KR
29645,dps,SL Season 3,Monk,EU
29646,dps,SL Season 3,Warlock,CN
29647,dps,SL Season 3,Monk,EU
29648,dps,SL Season 3,Rogue,EU
29649,dps,SL Season 3,Warlock,EU
29650,dps,SL Season 3,Warlock,US
