,Role,Season,Class,Region
3599,tank,SL Season 1,Demon Hunter,EU
3600,tank,SL Season 1,Demon Hunter,EU
3601,tank,SL Season 1,Druid,EU
3602,tank,SL Season 1,Demon Hunter,EU
3603,tank,SL Season 1,Demon Hunter,TW
3604,tank,SL Season 1,Demon Hunter,CN
3605,tank,SL Season 1,Druid,EU
3606,tank,SL Season 1,Demon Hunter,US
3607,tank,SL Season 1,Demon Hunter,EU
3608,tank,SL Season 1,Druid,EU
3609,tank,SL Season 1,Demon Hunter,CN
3610,tank,SL Season 1,Demon Hunter,EU
3611,tank,SL Season 1,Demon Hunter,US
3612,tank,SL Season 1,Monk,EU
3613,tank,SL Season 1,Druid,EU
3614,tank,SL Season 1,Demon Hunter,EU
3615,tank,SL Season 1,Demon Hunter,EU
3616,tank,SL Season 1,Warrior,EU
3617,tank,SL Season 1,Warrior,US
3618,tank,SL Season 1,Demon Hunter,US
3619,tank,SL Season 1,Demon Hunter,EU
3620,tank,SL Season 1,Demon Hunter,EU
3621,tank,SL Season 1,Demon Hunter,TW
3622,tank,SL Season 1,Monk,EU
3623,tank,SL Season 1,Druid,KR
3624,tank,SL Season 1,Demon Hunter,EU
3625,tank,SL Season 1,Demon Hunter,US
3626,tank,SL Season 1,Paladin,US
3627,tank,SL Season 1,Paladin,EU
3628,tank,SL Season 1,Demon Hunter,EU
3629,tank,SL Season 1,Demon Hunter,US
3630,tank,SL Season 1,Monk,US
3631,tank,SL Season 1,Warrior,TW
3632,tank,SL Season 1,Demon Hunter,EU
3633,tank,SL Season 1,Demon Hunter,EU
3634,tank,SL Season 1,Demon Hunter,EU
3635,tank,SL Season 1,Demon Hunter,KR
3636,tank,SL Season 1,Paladin,EU
3637,tank,SL Season 1,Demon Hunter,CN
3638,tank,SL Season 1,Demon Hunter,CN
3639,tank,SL Season 1,Demon Hunter,TW
3640,tank,SL Season 1,Demon Hunter,US
3641,tank,SL Season 1,Demon Hunter,CN
3642,tank,SL Season 1,Demon Hunter,TW
3643,tank,SL Season 1,Demon Hunter,US
3644,tank,SL Season 1,Demon Hunter,US
3645,tank,SL Season 1,Demon Hunter,EU
3646,tank,SL Season 1,Demon Hunter,EU
3647,tank,SL Season 1,Druid,US
3648,tank,SL Season 1,Paladin,EU
3649,tank,SL Season 1,Demon Hunter,EU
3650,tank,SL Season 1,Druid,EU
3651,tank,SL Season 1,Demon Hunter,EU
3652,tank,SL Season 1,Demon Hunter,EU
3653,tank,SL Season 1,Demon Hunter,EU
3654,tank,SL Season 1,Paladin,US
3655,tank,SL Season 1,Demon Hunter,US
3656,tank,SL Season 1,Demon Hunter,US
3657,tank,SL Season 1,Demon Hunter,EU
3658,tank,SL Season 1,Demon Hunter,EU
3659,tank,SL Season 1,Demon Hunter,EU
3660,tank,SL Season 1,Demon Hunter,EU
3661,tank,SL Season 1,Monk,EU
3662,tank,SL Season 1,Demon Hunter,EU
3663,tank,SL Season 1,Druid,US
3664,tank,SL Season 1,Demon Hunter,US
3665,tank,SL Season 1,Demon Hunter,EU
3666,tank,SL Season 1,Demon Hunter,US
3667,tank,SL Season 1,Druid,US
3668,tank,SL Season 1,Monk,US
3669,tank,SL Season 1,Death Knight,US
3670,tank,SL Season 1,Demon Hunter,EU
3671,tank,SL Season 1,Monk,EU
3672,tank,SL Season 1,Demon Hunter,EU
3673,tank,SL Season 1,Demon Hunter,EU
3674,tank,SL Season 1,Demon Hunter,KR
3675,tank,SL Season 1,Demon Hunter,EU
3676,tank,SL Season 1,Druid,EU
3677,tank,SL Season 1,Druid,EU
3678,tank,SL Season 1,Demon Hunter,EU
3679,tank,SL Season 1,Demon Hunter,EU
3680,tank,SL Season 1,Demon Hunter,EU
3681,tank,SL Season 1,Demon Hunter,KR
3682,tank,SL Season 1,Death Knight,EU
3683,tank,SL Season 1,Demon Hunter,KR
3684,tank,SL Season 1,Demon Hunter,CN
3685,tank,SL Season 1,Demon Hunter,TW
3686,tank,SL Season 1,Demon Hunter,TW
3687,tank,SL Season 1,Demon Hunter,EU
3688,tank,SL Season 1,Demon Hunter,US
3689,tank,SL Season 1,Demon Hunter,EU
3690,tank,SL Season 1,Demon Hunter,EU
3691,tank,SL Season 1,Druid,KR
3692,tank,SL Season 1,Demon Hunter,CN
3693,tank,SL Season 1,Demon Hunter,EU
3694,tank,SL Season 1,Monk,EU
3695,tank,SL Season 1,Demon Hunter,EU
3696,tank,SL Season 1,Demon Hunter,US
3697,tank,SL Season 1,Warrior,EU
3698,tank,SL Season 1,Monk,EU
3699,tank,SL Season 1,Druid,US
3700,tank,SL Season 1,Monk,EU
3701,tank,SL Season 1,Demon Hunter,KR
3702,tank,SL Season 1,Demon Hunter,EU
3703,tank,SL Season 1,Druid,US
3704,tank,SL Season 1,Demon Hunter,KR
3705,tank,SL Season 1,Druid,EU
3706,tank,SL Season 1,Demon Hunter,TW
3707,tank,SL Season 1,Demon Hunter,EU
3708,tank,SL Season 1,Demon Hunter,EU
3709,tank,SL Season 1,Demon Hunter,KR
3710,tank,SL Season 1,Monk,EU
3711,tank,SL Season 1,Demon Hunter,US
3712,tank,SL Season 1,Druid,US
3713,tank,SL Season 1,Paladin,EU
3714,tank,SL Season 1,Monk,US
3715,tank,SL Season 1,Demon Hunter,EU
3716,tank,SL Season 1,Paladin,CN
3717,tank,SL Season 1,Druid,US
3718,tank,SL Season 1,Druid,EU
3719,tank,SL Season 1,Demon Hunter,US
3720,tank,SL Season 1,Demon Hunter,KR
3721,tank,SL Season 1,Druid,EU
3722,tank,SL Season 1,Demon Hunter,KR
3723,tank,SL Season 1,Druid,KR
3724,tank,SL Season 1,Warrior,KR
3725,tank,SL Season 1,Demon Hunter,EU
3726,tank,SL Season 1,Paladin,EU
3727,tank,SL Season 1,Demon Hunter,CN
3728,tank,SL Season 1,Demon Hunter,CN
3729,tank,SL Season 1,Druid,EU
3730,tank,SL Season 1,Demon Hunter,EU
3731,tank,SL Season 1,Demon Hunter,US
3732,tank,SL Season 1,Demon Hunter,EU
3733,tank,SL Season 1,Monk,EU
3734,tank,SL Season 1,Druid,EU
3735,tank,SL Season 1,Demon Hunter,CN
3736,tank,SL Season 1,Demon Hunter,US
3737,tank,SL Season 1,Demon Hunter,CN
3738,tank,SL Season 1,Warrior,US
3739,tank,SL Season 1,Demon Hunter,EU
3740,tank,SL Season 1,Demon Hunter,CN
3741,tank,SL Season 1,Druid,KR
3742,tank,SL Season 1,Demon Hunter,EU
3743,tank,SL Season 1,Monk,EU
3744,tank,SL Season 1,Druid,KR
3745,tank,SL Season 1,Demon Hunter,US
3746,tank,SL Season 1,Demon Hunter,EU
3747,tank,SL Season 1,Demon Hunter,KR
3748,tank,SL Season 1,Demon Hunter,EU
3749,tank,SL Season 1,Demon Hunter,US
3750,tank,SL Season 1,Demon Hunter,EU
3751,tank,SL Season 1,Demon Hunter,US
3752,tank,SL Season 1,Demon Hunter,EU
3753,tank,SL Season 1,Demon Hunter,TW
3754,tank,SL Season 1,Demon Hunter,US
3755,tank,SL Season 1,Druid,EU
3756,tank,SL Season 1,Demon Hunter,EU
3757,tank,SL Season 1,Paladin,EU
3758,tank,SL Season 1,Demon Hunter,EU
3759,tank,SL Season 1,Paladin,EU
3760,tank,SL Season 1,Druid,US
3761,tank,SL Season 1,Death Knight,KR
3762,tank,SL Season 1,Druid,EU
3763,tank,SL Season 1,Demon Hunter,CN
3764,tank,SL Season 1,Demon Hunter,EU
3765,tank,SL Season 1,Druid,EU
3766,tank,SL Season 1,Demon Hunter,EU
3767,tank,SL Season 1,Demon Hunter,EU
3768,tank,SL Season 1,Demon Hunter,EU
3769,tank,SL Season 1,Monk,EU
3770,tank,SL Season 1,Demon Hunter,EU
3771,tank,SL Season 1,Monk,EU
3772,tank,SL Season 1,Demon Hunter,CN
3773,tank,SL Season 1,Warrior,EU
3774,tank,SL Season 1,Demon Hunter,KR
3775,tank,SL Season 1,Monk,EU
3776,tank,SL Season 1,Demon Hunter,EU
3777,tank,SL Season 1,Demon Hunter,US
3778,tank,SL Season 1,Demon Hunter,US
3779,tank,SL Season 1,Demon Hunter,EU
3780,tank,SL Season 1,Demon Hunter,EU
3781,tank,SL Season 1,Demon Hunter,EU
3782,tank,SL Season 1,Demon Hunter,US
3783,tank,SL Season 1,Demon Hunter,EU
3784,tank,SL Season 1,Demon Hunter,EU
3785,tank,SL Season 1,Demon Hunter,US
3786,tank,SL Season 1,Demon Hunter,EU
3787,tank,SL Season 1,Paladin,US
3788,tank,SL Season 1,Demon Hunter,EU
3789,tank,SL Season 1,Monk,EU
3790,tank,SL Season 1,Druid,US
3791,tank,SL Season 1,Monk,EU
3792,tank,SL Season 1,Monk,EU
3793,tank,SL Season 1,Demon Hunter,EU
3794,tank,SL Season 1,Demon Hunter,EU
3795,tank,SL Season 1,Druid,EU
3796,tank,SL Season 1,Demon Hunter,EU
3797,tank,SL Season 1,Monk,EU
3798,tank,SL Season 1,Demon Hunter,EU
3799,tank,SL Season 1,Demon Hunter,EU
3800,tank,SL Season 1,Demon Hunter,EU
3801,tank,SL Season 1,Demon Hunter,CN
3802,tank,SL Season 1,Demon Hunter,EU
3803,tank,SL Season 1,Demon Hunter,EU
3804,tank,SL Season 1,Demon Hunter,EU
3805,tank,SL Season 1,Demon Hunter,EU
3806,tank,SL Season 1,Demon Hunter,EU
3807,tank,SL Season 1,Warrior,EU
3808,tank,SL Season 1,Demon Hunter,CN
3809,tank,SL Season 1,Demon Hunter,US
3810,tank,SL Season 1,Paladin,US
3811,tank,SL Season 1,Druid,US
3812,tank,SL Season 1,Demon Hunter,US
3813,tank,SL Season 1,Demon Hunter,CN
3814,tank,SL Season 1,Demon Hunter,EU
3815,tank,SL Season 1,Paladin,EU
3816,tank,SL Season 1,Demon Hunter,EU
3817,tank,SL Season 1,Demon Hunter,CN
3818,tank,SL Season 1,Druid,US
3819,tank,SL Season 1,Demon Hunter,CN
3820,tank,SL Season 1,Demon Hunter,EU
3821,tank,SL Season 1,Demon Hunter,EU
3822,tank,SL Season 1,Monk,EU
3823,tank,SL Season 1,Demon Hunter,US
3824,tank,SL Season 1,Monk,US
3825,tank,SL Season 1,Demon Hunter,EU
3826,tank,SL Season 1,Monk,EU
3827,tank,SL Season 1,Monk,EU
3828,tank,SL Season 1,Demon Hunter,US
3829,tank,SL Season 1,Demon Hunter,US
3830,tank,SL Season 1,Druid,KR
3831,tank,SL Season 1,Death Knight,EU
3832,tank,SL Season 1,Demon Hunter,CN
3833,tank,SL Season 1,Demon Hunter,EU
3834,tank,SL Season 1,Druid,EU
3835,tank,SL Season 1,Druid,EU
3836,tank,SL Season 1,Demon Hunter,EU
3837,tank,SL Season 1,Demon Hunter,KR
3838,tank,SL Season 1,Monk,KR
3839,tank,SL Season 1,Demon Hunter,EU
3840,tank,SL Season 1,Demon Hunter,KR
3841,tank,SL Season 1,Druid,US
3842,tank,SL Season 1,Druid,EU
3843,tank,SL Season 1,Druid,EU
3844,tank,SL Season 1,Druid,KR
3845,tank,SL Season 1,Demon Hunter,CN
3846,tank,SL Season 1,Demon Hunter,EU
3847,tank,SL Season 1,Demon Hunter,EU
3848,tank,SL Season 1,Demon Hunter,KR
3849,tank,SL Season 1,Warrior,US
3850,tank,SL Season 1,Demon Hunter,KR
3851,tank,SL Season 1,Demon Hunter,CN
3852,tank,SL Season 1,Demon Hunter,EU
3853,tank,SL Season 1,Demon Hunter,EU
3854,tank,SL Season 1,Demon Hunter,US
3855,tank,SL Season 1,Demon Hunter,KR
3856,tank,SL Season 1,Demon Hunter,EU
3857,tank,SL Season 1,Demon Hunter,EU
3858,tank,SL Season 1,Warrior,EU
3859,tank,SL Season 1,Death Knight,KR
3860,tank,SL Season 1,Demon Hunter,EU
3861,tank,SL Season 1,Demon Hunter,KR
3862,tank,SL Season 1,Demon Hunter,EU
3863,tank,SL Season 1,Demon Hunter,EU
3864,tank,SL Season 1,Demon Hunter,EU
3865,tank,SL Season 1,Demon Hunter,EU
3866,tank,SL Season 1,Paladin,KR
3867,tank,SL Season 1,Demon Hunter,EU
3868,tank,SL Season 1,Monk,US
3869,tank,SL Season 1,Demon Hunter,EU
3870,tank,SL Season 1,Death Knight,US
3871,tank,SL Season 1,Monk,EU
3872,tank,SL Season 1,Demon Hunter,EU
3873,tank,SL Season 1,Demon Hunter,CN
3874,tank,SL Season 1,Demon Hunter,CN
3875,tank,SL Season 1,Monk,KR
3876,tank,SL Season 1,Warrior,EU
3877,tank,SL Season 1,Demon Hunter,US
3878,tank,SL Season 1,Monk,US
3879,tank,SL Season 1,Death Knight,US
3880,tank,SL Season 1,Warrior,US
3881,tank,SL Season 1,Druid,EU
3882,tank,SL Season 1,Druid,EU
3883,tank,SL Season 1,Demon Hunter,US
3884,tank,SL Season 1,Demon Hunter,US
3885,tank,SL Season 1,Demon Hunter,TW
3886,tank,SL Season 1,Paladin,EU
3887,tank,SL Season 1,Demon Hunter,EU
3888,tank,SL Season 1,Demon Hunter,EU
3889,tank,SL Season 1,Demon Hunter,US
3890,tank,SL Season 1,Warrior,EU
3891,tank,SL Season 1,Demon Hunter,EU
3892,tank,SL Season 1,Demon Hunter,KR
3893,tank,SL Season 1,Druid,KR
3894,tank,SL Season 1,Demon Hunter,EU
3895,tank,SL Season 1,Demon Hunter,EU
3896,tank,SL Season 1,Paladin,EU
3897,tank,SL Season 1,Demon Hunter,EU
3898,tank,SL Season 1,Warrior,US
3899,tank,SL Season 1,Demon Hunter,CN
3900,tank,SL Season 1,Demon Hunter,EU
3901,tank,SL Season 1,Demon Hunter,EU
3902,tank,SL Season 1,Demon Hunter,EU
3903,tank,SL Season 1,Demon Hunter,TW
3904,tank,SL Season 1,Demon Hunter,EU
3905,tank,SL Season 1,Demon Hunter,US
3906,tank,SL Season 1,Demon Hunter,EU
3907,tank,SL Season 1,Monk,EU
3908,tank,SL Season 1,Druid,EU
3909,tank,SL Season 1,Demon Hunter,KR
3910,tank,SL Season 1,Demon Hunter,US
3911,tank,SL Season 1,Paladin,EU
3912,tank,SL Season 1,Druid,KR
3913,tank,SL Season 1,Monk,US
3914,tank,SL Season 1,Paladin,EU
3915,tank,SL Season 1,Demon Hunter,EU
3916,tank,SL Season 1,Demon Hunter,EU
3917,tank,SL Season 1,Druid,EU
3918,tank,SL Season 1,Death Knight,US
3919,tank,SL Season 1,Demon Hunter,EU
3920,tank,SL Season 1,Demon Hunter,EU
3921,tank,SL Season 1,Druid,TW
3922,tank,SL Season 1,Paladin,EU
3923,tank,SL Season 1,Demon Hunter,US
3924,tank,SL Season 1,Demon Hunter,EU
3925,tank,SL Season 1,Demon Hunter,EU
3926,tank,SL Season 1,Paladin,KR
3927,tank,SL Season 1,Druid,EU
3928,tank,SL Season 1,Demon Hunter,US
3929,tank,SL Season 1,Druid,EU
3930,tank,SL Season 1,Druid,EU
3931,tank,SL Season 1,Demon Hunter,EU
3932,tank,SL Season 1,Demon Hunter,EU
3933,tank,SL Season 1,Monk,EU
3934,tank,SL Season 1,Demon Hunter,EU
3935,tank,SL Season 1,Demon Hunter,CN
3936,tank,SL Season 1,Druid,EU
3937,tank,SL Season 1,Demon Hunter,US
3938,tank,SL Season 1,Demon Hunter,US
3939,tank,SL Season 1,Demon Hunter,KR
3940,tank,SL Season 1,Druid,EU
3941,tank,SL Season 1,Demon Hunter,US
3942,tank,SL Season 1,Demon Hunter,US
3943,tank,SL Season 1,Demon Hunter,CN
3944,tank,SL Season 1,Demon Hunter,US
3945,tank,SL Season 1,Demon Hunter,US
3946,tank,SL Season 1,Monk,EU
3947,tank,SL Season 1,Demon Hunter,US
3948,tank,SL Season 1,Demon Hunter,KR
3949,tank,SL Season 1,Demon Hunter,US
3950,tank,SL Season 1,Demon Hunter,EU
3951,tank,SL Season 1,Demon Hunter,EU
3952,tank,SL Season 1,Druid,EU
3953,tank,SL Season 1,Monk,CN
3954,tank,SL Season 1,Demon Hunter,CN
3955,tank,SL Season 1,Druid,EU
3956,tank,SL Season 1,Death Knight,EU
3957,tank,SL Season 1,Monk,EU
3958,tank,SL Season 1,Demon Hunter,KR
3959,tank,SL Season 1,Demon Hunter,KR
3960,tank,SL Season 1,Demon Hunter,US
3961,tank,SL Season 1,Paladin,EU
3962,tank,SL Season 1,Demon Hunter,EU
3963,tank,SL Season 1,Demon Hunter,US
3964,tank,SL Season 1,Demon Hunter,CN
3965,tank,SL Season 1,Demon Hunter,EU
3966,tank,SL Season 1,Demon Hunter,US
3967,tank,SL Season 1,Paladin,EU
3968,tank,SL Season 1,Druid,KR
3969,tank,SL Season 1,Demon Hunter,EU
3970,tank,SL Season 1,Demon Hunter,EU
3971,tank,SL Season 1,Monk,EU
3972,tank,SL Season 1,Demon Hunter,US
3973,tank,SL Season 1,Druid,KR
3974,tank,SL Season 1,Demon Hunter,US
3975,tank,SL Season 1,Death Knight,TW
3976,tank,SL Season 1,Druid,US
3977,tank,SL Season 1,Monk,EU
3978,tank,SL Season 1,Paladin,TW
3979,tank,SL Season 1,Death Knight,US
3980,tank,SL Season 1,Demon Hunter,EU
3981,tank,SL Season 1,Demon Hunter,EU
3982,tank,SL Season 1,Monk,US
3983,tank,SL Season 1,Demon Hunter,US
3984,tank,SL Season 1,Demon Hunter,US
3985,tank,SL Season 1,Demon Hunter,EU
3986,tank,SL Season 1,Druid,EU
3987,tank,SL Season 1,Demon Hunter,EU
3988,tank,SL Season 1,Demon Hunter,EU
3989,tank,SL Season 1,Paladin,US
3990,tank,SL Season 1,Monk,KR
3991,tank,SL Season 1,Demon Hunter,US
3992,tank,SL Season 1,Demon Hunter,CN
3993,tank,SL Season 1,Druid,EU
3994,tank,SL Season 1,Paladin,US
3995,tank,SL Season 1,Demon Hunter,EU
3996,tank,SL Season 1,Warrior,US
3997,tank,SL Season 1,Paladin,EU
3998,tank,SL Season 1,Demon Hunter,CN
3999,tank,SL Season 1,Druid,TW
4000,tank,SL Season 1,Demon Hunter,EU
4001,tank,SL Season 1,Demon Hunter,EU
4002,tank,SL Season 1,Demon Hunter,US
4003,tank,SL Season 1,Demon Hunter,EU
4004,tank,SL Season 1,Demon Hunter,EU
4005,tank,SL Season 1,Demon Hunter,US
4006,tank,SL Season 1,Demon Hunter,EU
4007,tank,SL Season 1,Demon Hunter,KR
4008,tank,SL Season 1,Druid,CN
4009,tank,SL Season 1,Demon Hunter,EU
4010,tank,SL Season 1,Monk,EU
4011,tank,SL Season 1,Demon Hunter,EU
4012,tank,SL Season 1,Druid,US
4013,tank,SL Season 1,Demon Hunter,EU
4014,tank,SL Season 1,Paladin,US
4015,tank,SL Season 1,Demon Hunter,CN
4016,tank,SL Season 1,Demon Hunter,EU
4017,tank,SL Season 1,Druid,EU
4018,tank,SL Season 1,Demon Hunter,US
4019,tank,SL Season 1,Warrior,EU
4020,tank,SL Season 1,Paladin,EU
4021,tank,SL Season 1,Paladin,US
4022,tank,SL Season 1,Monk,US
4023,tank,SL Season 1,Warrior,EU
4024,tank,SL Season 1,Druid,US
4025,tank,SL Season 1,Demon Hunter,EU
4026,tank,SL Season 1,Demon Hunter,TW
4027,tank,SL Season 1,Demon Hunter,EU
4028,tank,SL Season 1,Monk,EU
4029,tank,SL Season 1,Druid,US
4030,tank,SL Season 1,Monk,EU
4031,tank,SL Season 1,Druid,EU
4032,tank,SL Season 1,Druid,US
4033,tank,SL Season 1,Paladin,EU
4034,tank,SL Season 1,Monk,EU
4035,tank,SL Season 1,Demon Hunter,EU
4036,tank,SL Season 1,Warrior,US
4037,tank,SL Season 1,Demon Hunter,TW
4038,tank,SL Season 1,Druid,EU
4039,tank,SL Season 1,Demon Hunter,KR
4040,tank,SL Season 1,Monk,EU
4041,tank,SL Season 1,Paladin,US
4042,tank,SL Season 1,Demon Hunter,KR
4043,tank,SL Season 1,Monk,EU
4044,tank,SL Season 1,Druid,US
4045,tank,SL Season 1,Monk,EU
4046,tank,SL Season 1,Demon Hunter,EU
4047,tank,SL Season 1,Death Knight,EU
4048,tank,SL Season 1,Demon Hunter,EU
4049,tank,SL Season 1,Demon Hunter,US
4050,tank,SL Season 1,Demon Hunter,EU
4051,tank,SL Season 1,Demon Hunter,US
4052,tank,SL Season 1,Demon Hunter,KR
4053,tank,SL Season 1,Druid,KR
4054,tank,SL Season 1,Demon Hunter,EU
4055,tank,SL Season 1,Demon Hunter,US
4056,tank,SL Season 1,Demon Hunter,KR
4057,tank,SL Season 1,Demon Hunter,US
4058,tank,SL Season 1,Demon Hunter,EU
4059,tank,SL Season 1,Death Knight,EU
4060,tank,SL Season 1,Monk,EU
4061,tank,SL Season 1,Demon Hunter,EU
4062,tank,SL Season 1,Druid,EU
4063,tank,SL Season 1,Demon Hunter,EU
4064,tank,SL Season 1,Demon Hunter,EU
4065,tank,SL Season 1,Paladin,KR
4066,tank,SL Season 1,Demon Hunter,EU
4067,tank,SL Season 1,Demon Hunter,EU
4068,tank,SL Season 1,Monk,EU
4069,tank,SL Season 1,Paladin,US
4070,tank,SL Season 1,Druid,EU
4071,tank,SL Season 1,Demon Hunter,US
4072,tank,SL Season 1,Demon Hunter,US
4073,tank,SL Season 1,Demon Hunter,KR
4074,tank,SL Season 1,Demon Hunter,EU
4075,tank,SL Season 1,Demon Hunter,US
4076,tank,SL Season 1,Paladin,EU
4077,tank,SL Season 1,Demon Hunter,US
4078,tank,SL Season 1,Demon Hunter,US
4079,tank,SL Season 1,Demon Hunter,EU
4080,tank,SL Season 1,Demon Hunter,US
4081,tank,SL Season 1,Druid,US
4082,tank,SL Season 1,Demon Hunter,EU
4083,tank,SL Season 1,Demon Hunter,EU
4084,tank,SL Season 1,Monk,EU
4085,tank,SL Season 1,Druid,US
4086,tank,SL Season 1,Demon Hunter,TW
4087,tank,SL Season 1,Demon Hunter,US
4088,tank,SL Season 1,Druid,KR
4089,tank,SL Season 1,Druid,EU
4090,tank,SL Season 1,Druid,EU
4091,tank,SL Season 1,Demon Hunter,EU
4092,tank,SL Season 1,Paladin,EU
4093,tank,SL Season 1,Demon Hunter,US
4094,tank,SL Season 1,Paladin,EU
4095,tank,SL Season 1,Monk,EU
4096,tank,SL Season 1,Warrior,EU
4097,tank,SL Season 1,Paladin,TW
4098,tank,SL Season 1,Demon Hunter,US
4099,tank,SL Season 1,Druid,EU
4100,tank,SL Season 1,Demon Hunter,EU
4101,tank,SL Season 1,Demon Hunter,EU
4102,tank,SL Season 1,Demon Hunter,CN
4103,tank,SL Season 1,Demon Hunter,CN
4104,tank,SL Season 1,Druid,US
4105,tank,SL Season 1,Demon Hunter,KR
4106,tank,SL Season 1,Demon Hunter,US
4107,tank,SL Season 1,Demon Hunter,EU
4108,tank,SL Season 1,Demon Hunter,US
4109,tank,SL Season 1,Demon Hunter,EU
4110,tank,SL Season 1,Monk,EU
4111,tank,SL Season 1,Demon Hunter,CN
4112,tank,SL Season 1,Druid,US
4113,tank,SL Season 1,Demon Hunter,EU
4114,tank,SL Season 1,Demon Hunter,EU
4115,tank,SL Season 1,Warrior,EU
4116,tank,SL Season 1,Monk,EU
4117,tank,SL Season 1,Paladin,US
4118,tank,SL Season 1,Demon Hunter,EU
4119,tank,SL Season 1,Demon Hunter,US
4120,tank,SL Season 1,Demon Hunter,CN
4121,tank,SL Season 1,Monk,US
4122,tank,SL Season 1,Demon Hunter,EU
4123,tank,SL Season 1,Demon Hunter,EU
4124,tank,SL Season 1,Demon Hunter,EU
4125,tank,SL Season 1,Monk,EU
4126,tank,SL Season 1,Demon Hunter,US
4127,tank,SL Season 1,Demon Hunter,US
4128,tank,SL Season 1,Demon Hunter,US
4129,tank,SL Season 1,Demon Hunter,EU
4130,tank,SL Season 1,Demon Hunter,EU
4131,tank,SL Season 1,Druid,EU
4132,tank,SL Season 1,Demon Hunter,US
4133,tank,SL Season 1,Demon Hunter,US
4134,tank,SL Season 1,Demon Hunter,EU
4135,tank,SL Season 1,Druid,KR
4136,tank,SL Season 1,Druid,EU
4137,tank,SL Season 1,Demon Hunter,EU
4138,tank,SL Season 1,Druid,US
4139,tank,SL Season 1,Demon Hunter,US
4140,tank,SL Season 1,Monk,EU
4141,tank,SL Season 1,Demon Hunter,EU
4142,tank,SL Season 1,Druid,EU
4143,tank,SL Season 1,Druid,US
4144,tank,SL Season 1,Demon Hunter,EU
4145,tank,SL Season 1,Demon Hunter,TW
4146,tank,SL Season 1,Demon Hunter,KR
4147,tank,SL Season 1,Demon Hunter,CN
4148,tank,SL Season 1,Demon Hunter,US
4149,tank,SL Season 1,Demon Hunter,US
4150,tank,SL Season 1,Demon Hunter,EU
4151,tank,SL Season 1,Demon Hunter,KR
4152,tank,SL Season 1,Death Knight,EU
4153,tank,SL Season 1,Monk,US
4154,tank,SL Season 1,Demon Hunter,EU
4155,tank,SL Season 1,Demon Hunter,KR
4156,tank,SL Season 1,Demon Hunter,US
4157,tank,SL Season 1,Demon Hunter,EU
4158,tank,SL Season 1,Druid,EU
4159,tank,SL Season 1,Death Knight,US
4160,tank,SL Season 1,Death Knight,EU
4161,tank,SL Season 1,Demon Hunter,TW
4162,tank,SL Season 1,Demon Hunter,EU
4163,tank,SL Season 1,Monk,US
4164,tank,SL Season 1,Demon Hunter,US
4165,tank,SL Season 1,Demon Hunter,EU
4166,tank,SL Season 1,Warrior,EU
4167,tank,SL Season 1,Demon Hunter,EU
4168,tank,SL Season 1,Demon Hunter,EU
4169,tank,SL Season 1,Druid,US
4170,tank,SL Season 1,Druid,US
4171,tank,SL Season 1,Druid,US
4172,tank,SL Season 1,Demon Hunter,EU
4173,tank,SL Season 1,Demon Hunter,EU
4174,tank,SL Season 1,Paladin,EU
4175,tank,SL Season 1,Paladin,KR
4176,tank,SL Season 1,Druid,EU
4177,tank,SL Season 1,Demon Hunter,KR
4178,tank,SL Season 1,Druid,EU
4179,tank,SL Season 1,Death Knight,TW
4180,tank,SL Season 1,Paladin,EU
4181,tank,SL Season 1,Monk,US
4182,tank,SL Season 1,Druid,KR
4183,tank,SL Season 1,Demon Hunter,CN
4184,tank,SL Season 1,Druid,US
4185,tank,SL Season 1,Demon Hunter,TW
4186,tank,SL Season 1,Demon Hunter,US
4187,tank,SL Season 1,Demon Hunter,EU
4188,tank,SL Season 1,Paladin,CN
4189,tank,SL Season 1,Demon Hunter,EU
4190,tank,SL Season 1,Demon Hunter,EU
4191,tank,SL Season 1,Druid,EU
4192,tank,SL Season 1,Demon Hunter,CN
4193,tank,SL Season 1,Demon Hunter,EU
4194,tank,SL Season 1,Druid,US
4195,tank,SL Season 1,Demon Hunter,US
4196,tank,SL Season 1,Druid,KR
4197,tank,SL Season 1,Demon Hunter,EU
4198,tank,SL Season 1,Demon Hunter,US
4199,tank,SL Season 1,Demon Hunter,EU
4200,tank,SL Season 1,Demon Hunter,EU
4201,tank,SL Season 1,Monk,US
4202,tank,SL Season 1,Demon Hunter,EU
4203,tank,SL Season 1,Demon Hunter,KR
4204,tank,SL Season 1,Death Knight,EU
4205,tank,SL Season 1,Demon Hunter,US
4206,tank,SL Season 1,Demon Hunter,CN
4207,tank,SL Season 1,Demon Hunter,EU
4208,tank,SL Season 1,Warrior,EU
4209,tank,SL Season 1,Druid,EU
4210,tank,SL Season 1,Demon Hunter,KR
4211,tank,SL Season 1,Demon Hunter,EU
4212,tank,SL Season 1,Druid,EU
4213,tank,SL Season 1,Druid,EU
4214,tank,SL Season 1,Druid,US
4215,tank,SL Season 1,Paladin,EU
4216,tank,SL Season 1,Demon Hunter,EU
4217,tank,SL Season 1,Demon Hunter,US
4218,tank,SL Season 1,Demon Hunter,US
4219,tank,SL Season 1,Demon Hunter,US
4220,tank,SL Season 1,Demon Hunter,TW
4221,tank,SL Season 1,Demon Hunter,EU
4222,tank,SL Season 1,Warrior,US
4223,tank,SL Season 1,Death Knight,EU
4224,tank,SL Season 1,Demon Hunter,US
